AWC_CODE,StreamName,Shape_Leng,Latitude,Longitude
103-60-10480, ,478.448162,55.54322433,-133.0986023
111-35-10170, ,1670.020523,57.9621582,-133.6942291
101-29-10350, ,1317.70093,55.20066833,-131.8253479
101-75-10500,Klahini River,7923.216725,56.04270172,-131.0939331
114-31-10130-2022-3003-4006, ,1273.415047,57.94402313,-135.4065247
109-43-10030,*Slippery Creek,2765.180786,56.71538162,-133.8841095
113-21-10050, ,132.8615544,56.47391129,-134.9429169
109-10-10030, ,679.5663855,56.32162094,-134.7061768
105-31-10090, ,1138.943883,56.52390289,-133.8948517
112-50-10100,Pavlof River,1057.101722,57.84104538,-135.0373383
113-73-10100, ,2104.506984,57.44379425,-135.8145752
109-42-10100-2022, ,4453.769376,56.88402939,-133.5275879
113-32-10040, ,2933.17537,56.84792328,-135.1910706
113-91-10140,Falls Creek,2510.166626,57.80060959,-136.3039398
101-23-10070,*Snake Creek,2059.875666,55.09871292,-131.0245514
103-60-10570, ,1220.872955,55.45462799,-133.0328979
113-53-10030-2003-3005, ,190.9059544,57.40869904,-135.2110291
104-20-10050,*Hook Arm Creek,1112.788365,55.11961746,-133.1133423
113-81-10100, ,4878.73263,57.71606064,-136.1217194
103-90-10310,Staney Creek,5140.760706,55.81993103,-133.1550293
101-27-10360,Bostwick Creek,2442.289521,55.26027679,-131.7695007
102-60-10720,Twelvemile Creek,3098.528492,55.36322403,-132.7375641
113-66-10090, ,257.4923864,57.28625488,-135.6131287
106-30-10880, ,3839.938361,56.25117874,-133.1157684
102-60-10820-2020, ,572.048928,55.48968887,-132.8334198
107-40-10530-2003-3021, ,380.4185812,56.37147903,-131.4164581
101-60-10300,Big Goat Creek,2487.088544,55.54751205,-130.6767731
103-90-10790, ,850.9918812,56.07041931,-133.3219757
112-21-10040,Glacial River,2533.896734,57.26050568,-134.9959564
105-32-10250, ,1692.108027,56.77711868,-133.8315887
107-40-10537-2001-3048,Ground Water Creek,188.0412311,56.23648834,-131.4895325
115-20-10070,Johnson Creek,254.6560554,58.82349777,-134.996048
106-44-10600-2013, ,3161.690782,56.86172485,-133.1550598
101-75-10150-2002-3004, ,2399.776654,56.09051132,-131.0839691
101-90-10940, ,2913.93679,55.75492096,-131.8941803
103-60-10930, ,1703.09809,55.37374115,-133.1770782
101-90-10740, ,1416.6614,55.58543396,-131.9593506
112-15-10400,*North Sisters Creek,1499.669596,58.50475693,-135.1353607
113-55-10160, ,2033.940503,57.6103363,-135.6091919
108-40-10020-2004, ,1570.035519,56.79098892,-132.5132904
101-45-10990, ,1620.822578,55.30534744,-131.4688568
102-70-10580-2008,Falls Creek,1268.403598,55.69814682,-132.5950317
103-90-10070,*Francisco Creek,1108.058776,56.01115417,-133.2556152
113-91-10090, ,1419.113769,57.8450737,-136.3727264
103-60-10160, ,1276.821134,55.61767197,-133.0842743
108-40-10500,Ohmer Creek,7151.927142,56.54368591,-132.7362213
113-41-10030, ,3014.208672,57.00168228,-135.7704926
113-55-10050,Oly Creek,3887.705182,57.61376572,-135.4225616
101-75-10300-2022, ,425.1587859,56.20290756,-130.8938141
103-60-10310-2032,*Brother Bear Creek,536.253218,55.58131027,-132.9260712
102-70-10580-2027, ,2025.448205,55.70270157,-132.6994629
113-51-10049, ,479.615059,57.46086884,-135.0354462
101-45-10400,*Up Chuck Creek,1746.640542,55.52854156,-131.44487
114-27-10150,Suntaheen Creek,5958.518748,58.06084442,-135.1069946
105-32-10130, ,3063.24743,56.79162598,-133.68013
103-60-10290-2006, ,3171.939695,55.63815689,-132.9604645
112-90-10140,*Whitewater Creek,1593.22099,57.24236679,-134.5232544
113-32-10020, ,261.8125408,56.83705521,-135.2012329
108-40-10150-2008-3010,South Fork Andrew Creek,9346.27487,56.65103531,-132.2059784
113-22-10295, ,515.9275855,56.57879639,-134.9991608
101-75-10300,Unuk River,45000.88553,56.05134964,-131.1019897
115-32-10250-2077-3061-4002,*Herman Creek spawning channel #3,204.962394,59.41562271,-136.01474
113-41-10344, ,1485.498068,57.00272751,-135.2160339
113-44-10030-2008, ,537.3216913,57.17041779,-135.2726593
103-30-10410, ,575.1428832,54.90932846,-132.9318542
115-32-10250-2070,21 1/2 Mile Creek,534.0814685,59.3952446,-135.8730469
103-30-10180, ,1183.939417,54.7628212,-132.7509918
113-51-10120-2031, ,443.7740544,57.48965073,-135.4252319
109-20-10030, ,311.3166114,56.6545105,-134.6316833
112-21-10050,Clear River,2250.352571,57.25950241,-135.0100403
113-55-10110-2002, ,1503.695058,57.51615524,-135.5958862
101-30-10890,Mink Creek,599.1839127,55.01830292,-130.6878967
109-30-10170,Curtiss Creek,3096.320032,57.05870819,-134.5417175
101-60-10250,Valentine Creek,1214.188284,55.60847092,-130.687027
112-45-10320,*Eaton Creek,2969.919565,57.81511688,-135.424408
113-81-10110-2007, ,523.0721908,57.72583771,-136.0153351
101-29-10060,Vallenar Creek,4621.915522,55.37610626,-131.8314209
102-60-10090, ,569.6586455,55.40603638,-132.3417358
111-40-10280,Sheep Creek,507.8531772,58.25835037,-134.3218231
113-31-10030, ,4066.800983,56.81199646,-135.3230133
105-42-10140,Sutter Creek,4486.086084,56.15345764,-133.447464
109-50-10070,*Dean Creek,2908.488405,56.90078735,-134.3248749
113-32-10010, ,573.6640029,56.8055191,-135.2204437
107-10-10180, ,3814.369148,55.81375122,-132.0546417
113-57-10040-2003, ,336.2886008,57.64495087,-135.8105927
113-42-10020-2004, ,474.7421411,57.26591492,-135.5016785
106-21-10035,*West Falls Creek,506.9447637,56.03540421,-132.3784485
105-20-10020,Kim Creek,4379.130051,56.30495834,-133.8945618
113-45-10100, ,2492.796197,57.10274887,-135.8086853
113-91-10015, ,1824.394955,58.03068542,-136.5549469
107-20-10600, ,2568.196053,56.14958954,-132.0604553
101-75-10760-2001, ,697.1940302,55.94762802,-131.1272583
103-11-10200,*Tah Creek,2069.299473,54.85710907,-132.295578
111-40-10600,*Middle Pt. Creek,379.9578224,58.2490654,-134.6275177
112-11-10110, ,428.1259472,57.2183075,-134.8725739
113-55-10140, ,877.0040401,57.59409332,-135.568573
113-58-10070, ,695.0673628,57.73932648,-135.7380676
103-70-10290, ,1139.847748,55.55488586,-133.4265747
101-51-10320, ,2613.316836,55.24084473,-131.0000458
103-15-10160, ,852.5328757,55.08044434,-132.4029083
101-30-10300-2015, ,410.1499262,55.41293716,-130.3708649
103-50-10620, ,598.1940101,55.32452774,-133.4068298
103-90-10270,Gutchi Creek,3968.026346,55.8803215,-133.1328278
111-50-10500-2002,Duck Creek,1870.738019,58.36081696,-134.6004333
103-21-10310, ,1158.610134,54.98760986,-132.5401459
106-41-10360,Duck Creek,2123.771175,56.29951096,-133.349472
113-57-10050-2003-3005, ,291.5612379,57.64352036,-135.8746796
101-75-10100-2016, ,1196.38003,56.10640335,-131.269577
109-42-10100-2005, ,4699.398777,56.86676788,-133.6904144
113-11-10020, ,349.9824207,56.33088684,-134.7928162
103-60-10780, ,853.9058576,55.35063553,-132.8902588
113-22-10300, ,1409.843095,56.58327103,-135.0383759
106-41-10550-2015, ,4358.808058,56.55762482,-133.4784546
101-90-10710, ,1949.680523,55.523983,-131.9654846
106-44-10600-2003, ,1808.3356,56.8404274,-133.0478668
113-52-10010, ,1600.794752,57.42273712,-134.9881897
107-10-10290, ,4449.915038,55.72811127,-132.1674042
111-50-10500-2003-3060,McGinnis Creek,583.787536,58.43998337,-134.6464996
113-65-10040,Fish Bay Creek,15972.11196,57.35709381,-135.4827271
115-31-10380,Sullivan Creek,174.357063,58.85746384,-135.3202515
110-17-10090, ,3846.088067,57.03045273,-134.0249939
107-40-10530-2003-3015, ,1945.95993,56.33725739,-131.3812408
101-45-10240-2004,*Hariett Hunt Creek,316.5286515,55.47336578,-131.5483093
103-40-10630,*Rose Point Creek,801.8923467,54.97110367,-132.951004
102-80-10130, ,1987.166037,55.65091324,-132.2023163
113-65-10040-2001-3009, ,700.4444258,57.384552,-135.4094543
103-40-10410,Hydaburg River,7379.390847,55.20598984,-132.8269653
101-55-10700, ,2551.942364,55.29807663,-130.6260681
101-90-10290-2007, ,777.259069,55.7167244,-131.4584808
103-90-10420,Shaheen Creek,6714.322023,55.74689865,-133.2482452
103-50-10720, ,1680.185896,55.39143372,-133.4631042
111-40-10690, ,2618.5927,58.22363663,-134.50354
105-32-10690, ,6281.921935,56.59993362,-133.8098755
103-50-10470, ,2123.974842,55.277668,-133.3339081
103-70-10350,*House Creek,1508.546771,55.4901123,-133.53508
103-11-10190-2007, ,2629.523876,54.88717651,-132.2288818
113-45-10060-2005-3010, ,753.3029429,57.21433258,-135.7149811
102-80-10170,*Jims Creek,2255.834494,55.61826324,-132.1945038
106-41-10300-2002,Big Creek,4846.911945,56.26674652,-133.3355103
109-30-10040, ,4418.877865,57.25302124,-134.2999115
113-43-10010-2018, ,467.2893508,57.23476791,-135.2726746
114-60-10500, ,2157.015643,58.38922501,-136.5849304
101-41-10430,*Black Island Creek,5228.457568,55.13434601,-131.0689545
101-90-10770,*Steers Creek,698.7744443,55.64045334,-131.9878082
101-11-10060, ,2003.063815,54.77526474,-130.8619232
109-62-10310, ,1142.096188,56.38304138,-134.1872101
113-34-10080, ,103.2664126,56.72215652,-135.0590515
104-30-10400, ,829.3710155,55.17732239,-133.1888428
101-55-10400,Blossom River,24479.87832,55.39360428,-130.6127625
103-50-10920-2004, ,664.9383223,55.46894455,-133.4339752
109-42-10030,Small Point White Creek,1786.5162,56.98840332,-133.9659729
101-11-11005,Swift Creek,1900.947667,55.01100159,-130.3479767
114-80-10500,*Cabin Creek,662.1462018,58.38009262,-135.4245453
103-60-10290-2003, ,1639.293151,55.63815689,-132.9604645
109-45-10100,Security Bay Creek,3929.369049,56.80569839,-134.2765656
114-33-10130,*Portage Creek,1209.823968,58.02666092,-135.7503815
101-51-10670,*Kaari Creek,2449.597175,55.33123016,-131.0541382
110-34-10080,Sanborn Creek,4782.844923,57.23948288,-133.198822
101-15-10380,Davis River,13796.5158,55.75865555,-130.1786957
107-40-10050-2015, ,272.3614064,56.56826782,-132.2724609
103-70-10110,11 Mile Creek,2866.362256,55.58483505,-133.2770386
113-33-10020, ,245.7318247,56.82129669,-135.0386505
110-22-10030, ,1050.80154,57.3753624,-134.0830078
111-40-10050,*West Creek,207.6495763,58.35705185,-134.5218811
113-41-10141, ,1070.989962,57.18004227,-135.5185547
107-40-10538,Hidden Creek,55.32479536,56.21615219,-131.5071411
102-40-10170, ,1478.773657,55.16209793,-132.1576233
114-77-10350, ,1753.025783,58.97696686,-136.1087341
103-90-10280,Slow Creek,1169.603069,55.86146927,-133.1542969
106-21-10030, ,738.1341814,56.03635406,-132.3886414
101-45-10420, ,999.0683437,55.52618408,-131.4438629
108-40-10090,*Harding Cabin Creek,1137.98112,56.67182922,-132.4262695
107-30-10300,Thoms Creek,3162.735253,56.18002319,-132.1489258
111-50-10420,Auke Creek,789.6043121,58.37919998,-134.6433868
113-66-10070, ,1083.386053,57.27225876,-135.5819092
113-51-10100, ,1001.34388,57.46964264,-135.1881256
113-31-10100, ,798.786503,56.62939835,-135.1274109
106-10-10060,Little Ratz Creek,4428.97509,55.86072159,-132.5793457
105-31-10030-2008, ,1035.173562,56.47323227,-133.6560822
107-40-10530-2031,Thorny Creek,80.69811558,56.23730087,-131.4893188
103-50-10940, ,308.3909346,55.51132584,-133.4820404
111-35-10050-2035, ,2850.875409,58.16786194,-133.3291168
115-32-10250-2077-3136-4021, ,399.4615039,59.43629837,-136.2960052
113-63-10040, ,1386.744696,57.44530106,-135.5947266
108-40-10320,*Sunrise Creek,404.0822899,56.4179306,-132.5326691
101-90-10630, ,425.6205811,55.55101776,-131.6673431
101-90-10860, ,2389.45748,55.64508438,-131.8643036
113-63-10110, ,2445.935047,57.42307281,-135.562088
109-10-10115, ,589.3532399,56.3780632,-134.7322998
109-63-10090, ,903.8163606,56.28672028,-134.1541443
111-35-10360, ,2706.07968,57.92840195,-133.6983337
112-11-10160, ,809.9375104,57.38617325,-134.8455048
102-40-10570, ,993.77276,55.25225449,-132.3769989
105-10-10175, ,270.5624038,56.26749802,-134.041214
103-60-10190, ,1312.886892,55.62411499,-133.072052
113-12-10020, ,363.4438158,56.3664856,-134.8100891
113-41-10170,Granite Creek,940.0353705,57.10212708,-135.4012299
101-75-10150-2002-3005, ,905.4190526,56.11726761,-131.0326385
113-95-10150, ,2099.947,58.05641556,-136.4295502
105-10-10130, ,1986.194924,56.13163376,-133.9630432
107-40-10528,White River,286.4980597,56.23630142,-131.5021362
101-90-10520, ,2428.076044,55.58739471,-131.6215668
108-40-10450, ,4688.565292,56.54530716,-132.7530823
112-73-10200, ,530.789783,57.33547974,-134.3229828
102-30-10430-2022-3006, ,300.4273838,54.93438339,-132.2157898
103-30-10260,*Above Pond Bay Creek,245.5795945,54.8266716,-132.7700195
103-60-10940, ,712.6326668,55.4450531,-133.2788696
103-90-10060, ,946.6645769,56.02124023,-133.2524414
102-60-10870,Karta River,3129.241315,55.55953979,-132.5782471
113-55-10110, ,3076.925368,57.51638794,-135.5958099
105-31-10260, ,2233.818439,56.40480423,-133.9213867
113-41-10200,*Thimbleberry Creek,310.4984977,57.03863144,-135.2650909
108-40-10150-2060,Kikahe River,5529.432022,56.64530563,-131.8980408
113-58-10020, ,9872.712558,57.73552704,-135.7800903
113-31-10070, ,660.0120726,56.76491165,-135.2471619
113-55-10010-2003, ,414.9691675,57.65966797,-135.5357361
104-30-10355, ,968.4765436,55.20536423,-133.1549225
111-20-10240,*Point League Creek,2473.322365,57.63802338,-133.6190033
115-32-10250-2077-3136,*37 Mile Creek,1695.540786,59.43370056,-136.2348022
103-40-10660, ,932.6832589,55.03585434,-133.0697937
113-57-10051, ,3149.615791,57.64949417,-135.815155
101-90-10520-2018, ,245.931968,55.58676147,-131.5992126
114-75-10960-2031, ,1152.99099,58.83478165,-136.4801331
113-44-10050-2005, ,517.378319,57.16238022,-135.2754059
101-45-10070,*Herring Cove Creek,831.1485792,55.32634735,-131.5240631
101-55-10930,Carp Creek,676.7503337,55.29199982,-130.8797913
105-32-10730, ,4179.294556,56.61909103,-133.9384918
107-20-10700-2003, ,777.4146687,56.23307419,-132.0607452
103-70-10230, ,866.7816283,55.56712723,-133.3657074
103-25-10070,*Sukkwan Strait Creek,1185.014636,55.15402222,-132.7168121
115-32-10250-2030,*Ten Mile Slough,223.596801,59.28884888,-135.6732178
113-53-10030-2003, ,647.889176,57.40869904,-135.2110291
111-35-10050,Whiting River,31385.69799,58.00233841,-133.698761
101-11-10370,*Nakat Creek,2090.215092,54.95514679,-130.7377014
102-30-10590, ,186.4843861,55.03212738,-132.2870331
115-33-10200,Chilkoot River,2764.760259,59.32428741,-135.5457153
106-21-10035-2005,Falls Creek,746.8238267,56.03984833,-132.3779144
114-60-10650, ,898.2958219,58.45033264,-136.5289459
113-41-10080-2003, ,2025.932785,57.03214264,-135.6329651
106-43-10590, ,19756.43318,56.89250183,-133.3252869
108-40-10150-2034,Shuktusa Branch,3145.615515,56.70312881,-132.0776215
115-32-10250-2025,Norman Creek,765.7755334,59.27618408,-135.6909943
113-43-10010-2010, ,442.8364507,57.24670029,-135.3423615
107-40-10537,*Hydro Creek,2174.1368,56.22234726,-131.5284729
115-33-10200-2009,*Glory Hole Creek,307.5826225,59.37246704,-135.6356201
101-11-10750,*Canine Creek,4529.596318,54.88431931,-130.5293427
113-22-10130, ,164.6480186,56.71524048,-134.8702393
114-71-10240, ,3199.535481,58.50804901,-136.2284698
113-54-10050, ,1163.163472,57.46826172,-135.3101044
112-90-10140-2008, ,2062.485937,57.24145126,-134.5108032
113-41-10190,Indian River,3441.310938,57.04545975,-135.3124847
113-34-10020, ,205.8956947,56.72829056,-135.1014099
115-32-10250-2077-3052,*30 Mile Creek,282.1616138,59.42076874,-136.0909424
114-23-10220,*Kahtaheena River,746.6915869,58.42104721,-135.6049042
112-46-10080,*Seal Bay Creek,5277.344828,57.82581329,-135.5953369
107-40-10530-2003-3010, ,642.2129452,56.30149078,-131.3748474
103-80-10240, ,1301.487793,55.77230072,-133.5540314
101-47-10300, ,200.451154,55.31515884,-131.5914001
102-40-10470, ,1395.345708,55.13142014,-132.3561401
101-27-10230, ,1595.672935,55.20578384,-131.7266693
109-20-10060, ,306.4810487,56.72724533,-134.6595306
101-45-10120,Beaver Falls Creek,1171.48061,55.38197327,-131.4725494
113-65-10040-2009, ,690.6557204,57.35038757,-135.4054108
106-43-10470,Taylor Creek,2367.773195,56.78167343,-133.3283691
105-31-10250, ,1825.746312,56.40378571,-133.9173126
113-41-10240, ,100.974348,57.04365921,-135.2001953
113-41-10210,Sawmill Creek,731.3388253,57.04924774,-135.2281342
109-10-10175, ,271.1902022,56.45486832,-134.6463318
106-43-10760, ,1932.897285,56.76821899,-133.2094574
113-21-10020,Maksoutof River,578.8656938,56.50413132,-134.9723969
106-30-10670-2004-3031,Hatchery Creek,4073.851338,55.94060898,-132.9734802
106-41-10470,Baker Creek,1554.979996,56.34737778,-133.586792
112-11-10033, ,372.3134984,57.07351303,-134.8272095
113-65-10060, ,1219.54777,57.35779953,-135.5092773
103-70-10080,Goodrow Creek,770.9117807,55.60784149,-133.3461761
103-50-10440, ,826.0484662,55.27572632,-133.3022461
101-15-10100, ,2687.309999,55.19213486,-130.1220245
109-10-10230,Deep Cove Creek,1720.15033,56.55010986,-134.7424469
113-51-10130, ,1560.250478,57.55287933,-135.3646698
109-10-10160, ,160.532224,56.43730545,-134.7497406
103-15-10230, ,1883.787028,55.08597946,-132.3842773
112-11-10170, ,799.8285142,57.38841629,-134.8453674
102-60-10380,Dog Salmon Creek,2616.21463,55.3476181,-132.5041962
115-32-10250-2067-3001, ,505.0159894,59.39039993,-135.9247894
106-22-10060,Flat Creek - Mosman,3270.371832,56.16028595,-132.5908203
101-15-10500-2023, ,652.9678623,55.94796371,-130.0697327
113-73-10070, ,319.6540588,57.48534393,-135.8616638
103-40-10650, ,833.1339714,55.01351166,-133.0339661
112-19-10200, ,2270.337359,57.10577011,-134.6317291
110-14-10050, ,1991.981932,57.18243027,-133.2546234
101-47-10250,Ketchikan Creek,2832.333183,55.34135056,-131.6414032
101-15-10142,*Saw Creek,1349.443221,55.24082565,-130.0950775
113-95-10050, ,1956.815402,57.85769272,-136.0656586
101-80-10650, ,1647.133251,55.93751526,-131.8467865
110-16-10110,Big Creek,3246.242571,57.05669022,-133.6276855
103-30-10230, ,1108.614139,54.81272507,-132.7731934
113-73-10030-2003, ,519.6253733,57.58140945,-135.9137726
103-60-10750-2001, ,895.0878072,55.35631943,-132.8833923
111-40-10920,Eagle Creek,520.7160825,58.31263733,-134.459259
105-32-10750, ,1387.266439,56.60314178,-133.9297028
107-10-10100-2004, ,2058.525875,55.88393784,-132.0393524
103-50-10380-2003, ,290.9324334,55.24694824,-133.1695557
113-55-10210, ,895.5660066,57.59247589,-135.5200348
113-63-10080, ,1325.855915,57.45151138,-135.5308533
113-91-10030, ,744.6876953,57.89566803,-136.4745178
103-80-10150, ,582.0294032,55.74211884,-133.5098267
113-65-10050-2004, ,1490.598846,57.35002518,-135.4965973
108-40-10150-2007,North Arm Creek,2023.35176,56.68481827,-132.3063965
107-10-10650, ,639.2176348,55.91939163,-132.3322296
114-70-10900,Bartlett River,3165.635255,58.47562027,-135.8481445
106-30-10690, ,1211.463734,56.03868866,-132.9885101
113-53-10030-2010, ,294.3569546,57.37020111,-135.2319336
113-12-10030, ,1217.999887,56.34188843,-134.8122101
103-50-10320,E of Waterfall Creek,1695.11555,55.28448105,-133.1364288
113-45-10160, ,2311.469957,57.01717758,-135.8470154
101-21-10200, ,436.5828334,54.92157745,-131.3488617
110-31-10020,Libby Creek,3847.586074,57.46911621,-133.5112457
106-43-10440, ,3410.89838,56.75822067,-133.3274231
106-43-10500, ,3969.957278,56.84526062,-133.3690948
103-40-10620, ,351.1867503,55.02784729,-132.7771912
111-90-10050-2005, ,1636.988493,58.04004288,-133.9391632
114-32-10160,*Hellman Creek,3007.442243,57.9566803,-135.6430664
111-50-10070-2012, ,1691.349192,58.55342484,-134.7528687
109-20-10065, ,1081.300304,56.70388412,-134.6989288
109-44-10370-2003,Straight Creek,5429.69464,56.84835434,-134.1322784
101-90-10290,Traitors Creek,7629.279702,55.7330246,-131.5188904
101-15-10120, ,674.9800564,55.25069809,-130.1138
105-43-10060, ,5862.813219,56.08115387,-133.5522156
101-30-10090, ,2003.081848,55.16060638,-130.8343201
115-32-10250-2077,Klehini River,21941.77821,59.40195465,-135.9217987
113-21-10120, ,237.7471256,56.44976425,-134.8934784
106-10-10100-2006, ,292.9812774,55.88913345,-132.6230469
115-32-10250-2077-3038, ,95.92436418,59.42115021,-136.01474
112-50-10250,Kennel Creek,6564.755775,57.89788055,-135.1519775
109-62-10140-2024, ,243.6489029,56.47417831,-134.0351715
111-50-10490-2020-3005, ,102.5874857,58.36519241,-134.5993805
113-21-10015, ,274.2733694,56.47351456,-134.9944763
106-30-10670-2004-3010-4006, ,3640.346432,55.98666763,-132.9794464
115-32-10250-2067-3001-4006,*Clear Creek,845.4323961,59.38989258,-135.9220734
111-32-10320-2024,Yehring Creek,1854.470779,58.50153732,-133.7855835
101-30-10600-2004, ,1027.447798,55.16469955,-130.5225525
113-44-10050-2004, ,501.8936745,57.16238022,-135.2754059
103-90-10310-2008, ,764.3922568,55.81139755,-133.1353149
112-15-10620,*Robinson Creek,10296.4736,58.38040924,-135.0841827
103-60-10750, ,5640.914928,55.35355377,-132.8870544
112-67-10350-2012,Jims Creek,3556.40328,57.57621384,-134.350769
113-42-10035-2007, ,524.4468951,57.2546196,-135.397644
102-60-10950, ,1012.6154,55.62383652,-132.5587463
111-35-10340, ,1750.919038,57.92792511,-133.6992188
101-30-10600-2006, ,1213.9441,55.16469955,-130.5225525
109-62-10220, ,1013.51477,56.34153748,-134.0565186
102-60-10160,Omar Creek,706.7844983,55.32788467,-132.3577881
104-30-10325, ,781.166273,55.21538544,-133.1986694
103-50-10830, ,1006.149092,55.43418121,-133.4986725
115-32-10250-2077-3066, ,512.7376563,59.42541122,-136.1148376
107-40-10250,Oerns Creek,4376.606032,56.38018417,-131.9554291
113-93-10020, ,576.6631332,57.98678589,-136.5275116
113-92-10030, ,1119.141933,57.93718338,-136.4752808
111-33-10300-2014, ,983.050233,58.15817261,-133.6259766
108-20-10010,King George Creek,1353.165268,56.30846405,-132.5312347
115-32-10250-2077-3066, ,512.7376563,59.42541122,-136.1148376
110-31-10030,Roberts Is Creek,6328.034706,57.2873764,-133.4803772
109-62-10180-2009, ,1499.624507,56.40831757,-134.040741
109-30-10260,*Little Pybus Bay Creek,5760.443256,57.26833344,-134.1560059
103-80-10440, ,884.5202921,55.68865204,-133.3502045
102-60-10845,Halfmile Creek,1718.127625,55.48415756,-132.6538696
115-32-10250-2060-3012, ,28.82603539,59.35869217,-135.7902832
103-90-10040, ,532.192479,56.05201721,-133.2570343
101-41-10570,*Cascade Inlet Creek,708.8032203,55.19888306,-131.401413
108-40-10150-2008,Andrew Creek,5680.29867,56.66963196,-132.2543793
113-41-10090,Freds Creek,1016.26351,57.06505585,-135.606308
104-20-10800, ,382.8135498,54.81212997,-132.9653625
113-65-10040-2001-3005, ,1226.566092,57.36523819,-135.4768982
113-95-10030,Pelican Creek,208.1905975,57.95611954,-136.2216034
114-80-10450,South Creek,2652.964985,58.40781784,-135.4318085
113-21-10190, ,500.2791296,56.36236572,-134.8928223
101-60-10090,Nooya Creek,1636.094634,55.61481094,-130.7109375
114-23-10350,Chicken Creek,5076.4732,58.23336792,-135.7158203
103-60-10130-2007-3010, ,532.2262309,55.65545654,-133.1674652
103-50-10220, ,1237.961111,55.34893036,-133.2485046
113-59-10040,Sitkoh Creek,6486.089928,57.52015305,-134.9575806
102-70-10380, ,1019.077543,55.62643051,-132.4235229
111-40-10900,Kowee Creek,328.1665406,58.29926682,-134.4347992
113-41-10090-2021, ,1798.884105,57.06493378,-135.6066132
109-20-10225, ,187.0801285,56.95175171,-134.7478638
102-70-10150, ,819.6132195,55.54758072,-132.3026886
102-30-10400, ,1153.604037,54.917202,-132.2127228
103-30-10400,Grace Harbor Creek,414.8306024,54.90947723,-132.9318237
111-40-10125,*Vanderbilt Creek,1064.795284,58.34568787,-134.5014648
113-44-10030-2020-3001, ,492.0243208,57.14205933,-135.1434479
107-40-10380,Marten Creek,1660.025763,56.23104095,-131.8832397
105-32-10010,Lovelace Creek,7243.81583,56.55428696,-133.6583862
106-43-10750,Duncan Creek,5711.386385,56.7657814,-133.2474213
107-10-10120, ,1962.888505,55.8522644,-132.0858002
113-58-10010, ,3730.837571,57.67678452,-135.633255
109-43-10160,Crane Creek,3250.59678,56.72443008,-133.9423676
113-22-10180-2008, ,375.5850926,56.68128967,-134.8519287
113-95-10160, ,423.7392971,58.09593201,-136.4817963
112-12-10460,Gypsum Creek,3258.840748,57.89795685,-134.9817352
113-57-10050, ,8512.001758,57.64934921,-135.8143921
109-62-10260, ,828.7773353,56.37881851,-134.0814362
101-71-10590,*Gorge Creek,928.8380634,55.68388748,-130.9720306
101-11-10250, ,861.9934473,54.89837646,-130.7527008
105-31-10200, ,3684.303596,56.43561554,-133.9521027
113-58-10020-2006, ,876.3008098,57.75660324,-135.8361816
113-42-10035,Noson Creek,2137.974103,57.2528038,-135.3987427
113-11-10100, ,441.0845935,56.2514801,-134.7931824
101-55-10090,Bartholomew Creek,3169.112649,55.32003403,-130.7850952
103-60-10800, ,531.7090334,55.34529877,-132.9625854
103-90-10610,Hamlin Creek,1428.139044,55.96897125,-133.5953674
113-65-10040-2001, ,6062.952269,57.35902786,-135.4763947
113-51-10080, ,1213.149477,57.42350388,-134.9239349
101-75-10760,Saks Creek,2165.977704,55.94762802,-131.1272583
107-20-10300-2003, ,1099.139808,56.13676071,-132.2562714
101-41-10370, ,3970.702081,55.17190552,-131.0779419
106-30-10120,Chum Creek,2030.0092,56.01279831,-132.8222351
113-31-10120, ,947.6470315,56.62626648,-135.1266022
106-22-10160,*Navy Creek,1375.441308,56.06047058,-132.4524689
107-10-10740, ,3868.828823,55.93328857,-132.2533875
103-21-10080-2005, ,1922.659033,55.14902115,-132.4637299
113-73-10040, ,2066.983324,57.5625267,-135.9136963
115-20-10620-2003,Davies Creek,5863.542249,58.65821838,-134.9101257
113-32-10030, ,950.6127567,56.84992599,-135.1943512
108-40-10070, ,2625.379003,56.69094086,-132.4920502
101-23-10180, ,1654.882439,55.0075264,-130.9049225
113-51-10110, ,2092.020018,57.46993256,-135.1882172
113-51-10048, ,2034.673345,57.46041107,-135.0418243
105-42-10100,*Turn Creek,4687.846927,56.1619873,-133.2947998
103-21-10250, ,1822.56536,55.05394363,-132.4767609
101-15-10500-2018, ,704.9432036,55.94096756,-130.04953
101-75-10050,Herman Creek,4365.285989,55.99646759,-131.299118
110-14-10070,Farragut River,21812.11168,57.1592865,-133.1459198
107-40-10240,Aaron Creek,4923.06337,56.38018417,-131.9554291
109-45-10130-2008, ,556.3887171,56.77689743,-134.3027191
101-55-10400-2016,Raspberry Creek,200.1004735,55.42692566,-130.5577698
113-72-10040-2011, ,244.1331714,57.64129257,-136.0123901
111-40-10070,Switzer Creek,2463.113365,58.35466003,-134.5150757
110-22-10020-2004, ,1453.045987,57.3300209,-134.033432
108-10-10100,McCormack Creek,1472.267639,56.31133652,-132.3490143
112-61-10100,*Point Howard Creek,3754.855436,58.31268311,-135.0905151
114-27-10150-2009, ,1932.92938,58.06324387,-135.1313477
101-55-10400-2034, ,1399.996644,55.44736481,-130.5016632
102-30-10870,Aiken Creek,1989.162477,55.11965179,-132.2046356
101-25-10250,*Tamgass Lake Creek,466.3109853,55.05735397,-131.5105591
103-60-10500,Crab Creek,359.9028609,55.48390198,-133.1261597
