Subregion,Stream_Number,StreamName,AWC_CODE,LATITUDE,LONGITUDE,Year,Pink_Abundance,Cons_Abundance,WMA_Releases_in_millions,mean_flow,CV_flow
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2008,NA,5800,50.36613915,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2009,NA,12000,49.59574097,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2010,NA,1100,57.75776174,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2011,NA,3300,61.01596966,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2013,NA,1000,57.81027994,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2014,NA,1048.029293,55.85050438,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2015,NA,600,60.24278955,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2017,NA,3075.883195,64.79306714,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2018,NA,1209.20828,61.92278769,197.42,0.64
NSE Inside,115-20-010,Berners River,115-20-10100,58.836985,-134.996836,2019,NA,300,55.20941869,197.42,0.64
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2008,NA,5140,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2009,NA,2000,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2010,NA,580,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2011,NA,1190,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2013,NA,1000,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2014,NA,1500,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2015,NA,1250,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2017,NA,100,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2018,NA,1570,NA,0.53,0.49
NSE Outside,113-62-009,Kalinin Cove Hd,113-62-10090,57.306053,-135.779605,2019,NA,5000,NA,0.53,0.49
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2008,3800,NA,13.91913734,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2009,10484,NA,13.68445795,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2010,3000,NA,14.46772364,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2011,7500,NA,14.76515309,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2013,5500,NA,13.7523889,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2014,600,NA,12.12400259,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2015,17000,NA,15.89301152,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2017,4500,NA,22.661088,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2018,300,NA,21.6768669,1.58,0.68
NSE Inside,115-31-038,Sullivan Creek,115-31-10380,58.858363,-135.320646,2019,1200,NA,20.73699872,1.58,0.68
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2008,28000,NA,52.86882305,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2009,15000,NA,58.28560067,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2010,27000,NA,62.24414016,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2011,73000,NA,61.79879542,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2013,62000,NA,58.87930301,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2014,25000,NA,61.81293827,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2015,18000,NA,65.54088838,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2017,15000,NA,72.83926493,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2018,7000,NA,76.90744216,1.16,0.5
NSE Outside,113-41-034,Camp Coogan,113-41-10344,57.003894,-135.22678,2019,500,NA,73.63921463,1.16,0.5
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2008,271,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2009,474,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2010,519,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2011,300,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2013,950,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2014,280,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2015,1100,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2017,250,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2018,0,NA,NA,1.11,0.55
SSE,105-10-011,Louise Cove,105-10-10110,56.196872,-133.973779,2019,1700,NA,NA,1.11,0.55
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2008,700,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2009,300,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2010,2600,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2011,1500,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2013,300,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2014,80,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2015,700,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2017,0,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2018,266,NA,NA,0.38,0.58
NSE Inside,110-34-01A,Harmony Creek,110-34-10012,57.338407,-133.381753,2019,278,NA,NA,0.38,0.58
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2008,2821.44,NA,1.902025817,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2009,14098.67,NA,2.07096911,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2010,3212.67,NA,1.824169719,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2011,76876.56,NA,1.724840515,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2013,9561,NA,2.521683969,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2014,270.67,NA,3.165639082,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2015,28306.33,NA,3.385645643,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2017,9646.44,NA,3.101040059,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2018,518.33,NA,3.252106147,NA,NA
NSE Inside,115-32-025,Chilkat River,115-32-10250,59.22620966,-135.5098265,2019,2535.44,NA,1.179018241,NA,NA
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2008,320,NA,50.36613915,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2009,12000,NA,49.59574097,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2010,1000,NA,57.75776174,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2011,80500,NA,61.01596966,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2013,6400,NA,57.81027994,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2014,279,NA,55.85050438,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2015,1420,NA,60.24278955,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2017,6200,NA,64.79306714,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2018,489,NA,61.92278769,6.9,0.58
NSE Inside,115-20-062,Cowee Creek-Berners Bay,115-20-10620,58.68069662,-134.9556172,2019,1500,NA,55.20941869,6.9,0.58
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2008,6040,500,50.36613915,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2009,7000,1000,49.59574097,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2010,5800,200,57.75776174,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2011,27000,2000,61.01596966,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2013,10800,1844.586342,57.81027994,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2014,377,617.3545182,55.85050438,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2015,32000,1100.2096,60.24278955,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2017,3000,1451,64.79306714,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2018,697,501,61.92278769,2.18,0.63
NSE Inside,115-20-052,Sawmill Creek,115-20-10520,58.71843171,-134.9456125,2019,2000,189,55.20941869,2.18,0.63
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2008,3500,500,13.91913734,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2009,50000,15800,13.68445795,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2010,4500,3500,14.46772364,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2011,406000,23000,14.76515309,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2013,35000,3000,13.7523889,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2014,200,1944.531963,12.12400259,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2015,136000,4000,15.89301152,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2017,38050,3020,22.661088,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2018,1586,2229.34786,21.6768669,22.61,0.65
NSE Inside,115-10-080,Endicott River,115-10-10800,58.78227208,-135.2531394,2019,13000,1200,20.73699872,22.61,0.65
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2008,4850,NA,50.36613915,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2009,11000,NA,49.59574097,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2010,5500,NA,57.75776174,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2011,57500,NA,61.01596966,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2013,6320,NA,57.81027994,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2014,500,NA,55.85050438,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2015,16500,NA,60.24278955,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2017,21760,NA,64.79306714,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2018,400,NA,61.92278769,1.67,0.66
NSE Inside,115-10-065,Beardslee River,115-10-10650,58.70511454,-135.2392012,2019,1500,NA,55.20941869,1.67,0.66
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2008,2110,100,50.36613915,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2009,10543,602.0922794,49.59574097,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2010,2402,434.8522335,57.75776174,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2011,57487,705.4064097,61.01596966,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2013,5300,1568.026328,57.81027994,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2014,100,50,55.85050438,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2015,21150,923.6897465,60.24278955,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2017,4700,1546.137925,64.79306714,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2018,381,607.8263256,61.92278769,12.94,0.65
NSE Inside,115-10-046,St. James Creek,115-10-10460,58.62027432,-135.2048766,2019,800,300,55.20941869,12.94,0.65
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2008,1550,413.1292655,50.36613915,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2009,5300,500,49.59574097,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2010,250,322.5623152,57.75776174,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2011,3952,120,61.01596966,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2013,10500,200,57.81027994,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2014,200,370.1869847,55.85050438,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2015,13000,5400,60.24278955,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2017,2300,1292.962883,64.79306714,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2018,205,508.2967474,61.92278769,13.88,0.58
NSE Inside,115-10-042,St. James Bay NW Side,115-10-10420,58.624498,-135.23361,2019,350,200,55.20941869,13.88,0.58
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2008,1723,NA,50.36613915,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2009,8610,NA,49.59574097,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2010,1962,NA,57.75776174,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2011,46950,NA,61.01596966,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2013,5839,NA,57.81027994,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2014,165,NA,55.85050438,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2015,17287,NA,60.24278955,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2017,5883,NA,64.79306714,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2018,307,NA,61.92278769,8.07,0.6
NSE Inside,115-10-032,S of St. James Point,115-10-10308,58.54665413,-135.1763101,2019,1000,NA,55.20941869,8.07,0.6
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2008,2175,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2009,4076,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2010,2800,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2011,9869,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2013,2000,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2014,30,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2015,2000,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2017,45,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2018,0,NA,NA,0.48,0.5
NSE Inside,114-80-050,Cabin Creek-Excursion Inlet,114-80-10500,58.38000922,-135.4242007,2019,100,NA,NA,0.48,0.5
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2008,1871,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2009,4500,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2010,2426,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2011,8551,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2013,2700,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2014,256,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2015,6000,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2017,600,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2018,0,NA,NA,4.98,0.61
NSE Inside,114-80-045,Neva Creek,114-80-10450-2004,58.4130705,-135.4161088,2019,500,NA,NA,4.98,0.61
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2008,12000,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2009,8000,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2010,20300,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2011,17800,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2013,36500,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2014,2000,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2015,23700,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2017,10000,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2018,5000,NA,NA,27.94,0.59
NSE Inside,114-80-020,Excursion River,114-80-10200,58.51427506,-135.5226604,2019,1000,NA,NA,27.94,0.59
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2008,500,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2009,4375,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2010,1652,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2011,8714,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2013,6000,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2014,600,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2015,700,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2017,1000,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2018,0,NA,NA,1.32,0.52
NSE Inside,114-50-030,Margret Creek-Port Althorp,114-50-10300,58.13118453,-136.3335367,2019,918,NA,NA,1.32,0.52
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2008,3300,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2009,3000,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2010,1000,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2011,3500,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2013,13500,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2014,300,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2015,7000,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2017,2000,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2018,400,NA,NA,3.49,0.5
NSE Inside,114-50-025,Humpie Creek-Port Althorp,114-50-10250,58.12194561,-136.3157982,2019,600,NA,NA,3.49,0.5
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2008,1850,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2009,15000,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2010,4300,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2011,9000,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2013,42000,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2014,5800,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2015,26000,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2017,6100,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2018,2000,NA,NA,2.63,0.49
NSE Inside,114-50-020,Althrop Creek,114-50-10200,58.10115548,-136.2677675,2019,3750,NA,NA,2.63,0.49
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2008,250,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2009,1051,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2010,397,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2011,2094,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2013,1800,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2014,100,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2015,200,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2017,100,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2018,0,NA,NA,0.57,0.47
NSE Inside,114-50-012,S Anchor Bight Creek,114-50-10120,58.14471355,-136.2673037,2019,0,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2008,400,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2009,4376,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2010,800,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2011,8678,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2013,500,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2014,60,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2015,500,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2017,300,NA,NA,0.57,0.47
NSE Inside,114-50-010,Anchor Bight Creek,114-50-10100,58.14830148,-136.2726666,2018,0,NA,NA,0.57,0.47
